item_id_a,item_id_b
1924343,93444
2054762,1859861
1939695,95230
1937755,1090836
1931760,1091962
2052734,93886
1922202,94082
1946805,93767
1933537,93936
1931687,94466
2258399,954228
2052416,91399
1916698,1703511
1922258,94848
1922260,93965
2055968,103006
283182,97084
1943335,95882
1950146,102127
2056364,98974
1952051,103439
2071471,96843
1950669,1703516
2071470,96843
2053159,952084
1952069,105387
1949070,97347
1950350,1894585
2110205,1084080
2054580,105388
584277,102716
1949374,97595
1948987,2685809
1943277,97171
1949427,96895
368296,103516
2380678,1091816
1949628,95436
2218018,98110
2196753,105995
364800,95509
379070,952669
1946972,96131
1949102,95661
2065496,95765
2194584,97649
356506,104240
2054401,97889
2054476,105930
2110843,105082
2069636,95596
599990,98472
2055987,102046
284224,101409
2054439,98519
2067076,951715
600259,2683894
375800,2136692
283331,97268
1943338,99612
2274021,102971
2067812,104645
1924109,104174
2194428,98917
2194415,2136662
2196668,952289
1950792,98838
1950860,96391
2269445,953316
1931785,104477
2194356,2137888
1931772,103839
2067136,102652
1950530,96602
2077485,98170
2273779,2684960
1935525,105343
1949144,2683892
2203932,95505
2052929,97313
2090270,96213
2077041,951770
379071,99513
366528,103852
1949438,103433
2052946,102872
366691,102944
284656,104332
2194477,1720958
599658,952446
2083446,99215
2077258,97065
379081,105962
363489,100196
2077192,92212
2077182,954656
361611,103681
284732,949796
379092,96660
1926867,88147
1921556,96260
2071627,953888
2115286,95990
2069703,87984
2052116,98797
1930746,95498
1924686,99486
1923731,94811
2081457,1084640
2201250,1087090
1920303,93993
584404,2137879
2052253,2684737
1914779,1865624
2052563,97005
1950429,1084709
1930780,91759
2052619,96648
2052613,98521
2194350,1087284
2116036,87926
2258369,1086339
1944840,93939
1930266,93142
2272735,89371
1927038,92138
2065306,93779
1915185,95529
1952149,953597
2054894,1090622
2070982,1089604
1917424,94710
1950193,98381
1930119,955008
2194642,95030
2258392,88920
2070275,94040
1927052,93289
365914,95466
1943396,103865
1924539,953806
1920690,102312
2052060,102595
2774527,1086569
1927046,954992
1920296,94434
1920305,94462
1929649,88869
373020,1087463
2077698,1084665
2054584,96371
2071063,99617
2082835,101845
2199576,94111
1931900,1890181
1951535,98688
1924538,953821
2052672,952983
2387162,98490
2056144,98688
2069828,92950
2089001,94198
2066269,102495
1931040,102771
2066284,99147
1939845,2034263
1939867,2034263
2053403,1086956
1920169,952586
363500,95571
1938173,98004
1923470,103792
1941827,98689
1916967,102610
1943458,104187
1927211,95914
1920808,104222
1949968,98667
1924465,95937
1927156,1084660
2051079,103858
1917696,97307
2074785,1084665
1917667,104015
1932573,103142
1932610,96704
2053379,1859871
2053413,1859870
1952218,99738
2082720,90870
2051234,2684856
2272530,2137842
2051257,949953
1932223,101793
1919223,1084635
1927142,102225
1926689,99688
2258599,953590
1939804,103267
1920533,96598
2051267,1084665
1915765,953646
1917681,97356
2194484,2144553
1931750,102838
1948325,1084643
1920543,1084639
1920227,99432
1916186,104010
1923471,97637
1923475,1086943
1949480,949796
1924653,98917
1927904,104076
2065729,1084665
1945950,104936
1919214,1090530
1927891,101476
1943460,101378
1919220,1087463
1920566,97326
1929069,101498
2051239,1720964
1939246,2685989
285192,1087073
1941635,96811
2266697,955571
2051264,1087328
2053311,97386
2111623,91838
2082340,94998
1949579,93293
1949369,98716
283294,100679
2386478,96940
1931589,953098
2054311,95976
2198681,101851
2673061,101673
2386789,103437
2380664,95517
372335,96073
2056626,95548
2055794,2024952
2380673,95803
2775043,95934
2056374,102500
1918924,952431
2671307,98476
1915182,103275
2116042,100711
1947739,97624
957442,92809
2775116,1892653
2775164,102496
2069488,98410
1921295,104208
2077377,99258
1934613,95665
2051923,98103
1929537,103914
1916187,105922
1944886,99152
1925700,105042
1929652,99430
1916209,2031052
2386503,96839
2386531,95587
2386542,96384
2386564,96495
2386567,96839
2386572,103608
2386637,103980
2386644,102687
2386660,1952586
2386669,104367
2386729,95566
2386736,99436
2386746,96839
2386754,952835
2386782,96839
2386803,104367
2386819,95655
2066678,1088963
1925720,105866
2070278,93586
1924103,97228
1941942,98466
1925556,93788
1912332,99837
1940662,91988
1925677,101607
2066385,104882
2391701,97154
1913627,952996
284709,1084134
2052283,95169
2753967,100989
1946179,104716
2380619,104768
1921104,100685
2082719,90746
2104062,99819
1916405,89033
2055664,103196
2051089,94856
1934421,1091756
374317,98443
2082740,104522
1949813,96413
2068632,96375
2055535,953163
1930532,91737
1917418,95351
1929327,93416
2124582,93635
1924489,91371
1917420,93760
2052362,91789
2086737,89191
1916194,94359
1921845,93789
2054181,103028
2052465,105526
2082863,1086673
2082067,103527
1930434,954384
2077045,97009
1938196,104382
1950664,99214
1930537,91708
1917428,93365
1944411,87503
2052291,92580
1921106,100480
2267594,1892969
2051094,102010
1930888,94742
2083682,102393
1950500,103457
2071710,103649
2083544,2144431
370076,105382
2052944,105726
2068584,96982
1920247,104126
1933732,88612
957820,94393
1949484,952684
1945173,94462
1914592,100451
2054226,94777
2202089,102671
2050987,956832
1952082,952234
2269589,104893
2069622,104787
2071300,100954
1921955,88867
1947923,93820
2077845,94017
1947175,102357
2386971,98475
2387084,98490
2387183,98487
1946803,93476
1925057,105028
1935053,97642
1916981,96143
1913074,96645
1937529,1091941
1925547,2685873
1929010,101799
1925562,94486
2081686,952765
1944834,1091065
284385,2157973
2051835,2683840
1924947,952810
1942728,97718
2081987,95974
1946234,98793
2082217,100093
1931776,99124
1928892,93513
2387616,93625
379348,100070
1926812,92151
2258114,1091523
2052707,952487
1944451,102358
1917442,95412
1920573,101507
1950177,91682
1925523,954776
1927058,92259
1917433,954530
2119288,98450
2088367,91021
379461,98261
1945596,87530
1916706,1703512
1927585,2011571
1934284,91577
1915635,95173
2066692,1091962
1927063,954942
1921930,87491
1930412,94587
2067082,952502
2052044,96525
1932621,103487
1932595,103102
2387563,98428
2051921,98103
2055408,2026632
1934419,958090
2266537,2684042
2260622,90481
2051403,1882674
2387405,103786
2272533,96142
2065369,952528
2065417,103666
2051271,958611
1915477,953067
363044,98057
2077333,2021658
2088266,90760
584484,95923
1946783,95063
2081143,91058
2266698,89914
2202869,100198
2202870,97268
2260630,89433
2089940,1089358
1914788,94962
2088365,90692
2082737,98303
1926152,105682
599902,90286
2266728,90712
2382407,98036
2051010,97025
1939542,954340
2077683,1087367
2199682,91565
2065131,102975
2273245,103118
2076924,2014959
1919229,953884
1918846,1087416
2087053,92852
2070351,2128539
1952129,100335
2273266,93548
1940766,100950
2118761,96750
2052517,97757
2052637,101410
2052594,97758
372611,98520
2272612,955711
2272733,91166
2380845,1090929
2112049,953839
2384137,954008
2384140,1087385
362174,2137882
1949746,98520
2200561,1084356
2759142,103717
2077527,953305
2203466,1091753
1944304,104396
2054438,103495
2052945,99012
1952116,103467
2753763,93067
2753712,99683
2089030,97015
1941995,95561
1945410,97594
283083,104991
1914373,102189
1924391,102910
1945496,98907
2082025,96776
283928,102318
284019,952435
2068071,100667
363521,100584
2056100,104367
2203963,955062
1922726,96544
284654,95480
1931735,103554
1923817,1710210
2065126,103159
1916988,953596
1931756,104099
2132296,1090656
284644,96756
1929810,97785
367540,101558
370013,102010
2054374,95529
2121487,98466
2081622,91492
2081572,96213
2081165,89450
2081177,89627
363540,101749
2077028,1091531
2069052,97585
1928996,98196
2053198,104530
1943282,105437
1930827,95475
1928760,104151
2051899,93378
1929531,96026
1943350,104705
1922247,95039
2083400,102367
2081884,97429
283996,96137
284056,96999
1931718,1087794
2054993,97089
1943279,99373
2054752,97177
1941958,100198
1941633,952678
1916922,1703398
2051474,104426
283574,97059
284583,101773
2056568,1091487
2081930,101859
284710,1084123
2069299,103808
1927289,98166
1929811,97786
1921421,101830
2051850,96725
1919315,1090625
283283,1087569
2051042,1087625
1926770,96552
2131051,105482
1940611,102064
2200016,105892
1949793,952014
1940992,97946
1921351,100153
1929642,95540
2052503,95907
1939276,103356
2051253,104265
383323,105974
1943286,95517
283265,952680
283333,95499
1921434,101852
1921265,101524
2054718,102466
2067410,96209
361640,100160
284622,101764
1926146,104148
1931975,102891
2197702,2683907
2070827,1089980
379277,100321
2056048,98847
2077015,101313
2082189,100289
2089874,103917
1928487,96959
2069591,1703516
2380636,88383
2089639,105620
284046,103228
284150,95562
2775151,1092026
284235,104246
2775088,102900
2083199,97319
2082174,952525
1920884,952520
379469,99617
2083177,96011
2089855,98410
2083170,953185
2053137,98476
284744,101651
1924814,104060
2052511,103922
356394,103435
283550,952364
2071134,1892659
2267606,959569
284428,104828
2051091,96312
1917572,953405
2069341,1091840
2051477,102380
2066495,105280
1924486,98030
2052542,952987
2194075,953849
2052489,952982
2678463,104999
2052593,101411
2065171,1894593
1918633,98706
1924977,100957
1926945,951831
2780393,2682214
1915630,952885
2082213,98867
1948510,953121
584576,98410
2082625,1715333
356412,103657
283036,96257
283093,1090131
1939790,102592
1923488,103455
1928677,95455
1941961,100198
2082856,92069
2082833,103880
2082709,93391
1918785,95560
1927298,101637
1920032,102995
2196354,951702
1941152,1089469
599776,104766
1937846,93381
1935437,102974
2258118,1875948
2273238,951731
1929451,92244
304535,99459
2082044,101919
2089381,99697
1920241,96580
2082537,89450
1940355,952551
1925276,105261
1915476,953068
1914585,1089981
302105,94715
2082811,94698
283631,1084640
2082087,92283
2053043,101960
2065964,92688
1930565,95204
283707,97457
2080896,93216
2080907,103500
2080893,92992
1941651,952197
1943554,105383
2081985,94938
2081874,103888
2121250,1084702
2194566,953234
2055778,97445
2082229,104515
1941951,97009
2082878,103674
284055,101919
284076,102182
284095,102399
2089634,104666
2380737,97172
1943401,92992
284347,104431
284362,102100
1912835,103510
1918449,103579
356456,104283
2082105,92284
284452,103894
1922291,99122
1927201,104280
2068707,92465
284588,104346
2084625,102993
284578,101859
284561,102410
284580,101739
284595,96827
2080962,100805
1949092,103750
2082130,103527
1929974,91810
284708,96130
1921109,97071
1931038,103750
1941710,91828
1939834,102962
2087251,91831
2383262,103445
2081455,1084364
2082634,98047
284916,1087421
2380620,105892
1929538,105666
2081445,1087272
2078017,1883975
285005,954537
2089645,98131
1925385,1090532
2080900,92470
285191,1087793
1925695,102595
2051031,1087571
1927138,101421
1925583,104550
1930916,103379
283299,92940
2081461,97938
2082586,1086281
2082781,99680
1944319,95421
1948958,98033
1949147,2683896
2087319,105611
2081430,1084663
1925690,96397
1925714,102835
2087310,1087379
2081406,99668
2053432,1859867
2053537,1859868
356444,97995
350386,952980
1943120,1953515
367080,102083
1944941,2683894
1924838,96371
600010,99541
2065041,105127
1948877,105509
1923284,952587
2081494,1848324
284752,102207
1921110,96602
1943522,96674
2383296,1884061
957754,88644
2065023,104028
935142,1087842
1913355,1725343
1929123,107769
600299,954634
2383346,1086162
2199987,95928
1952026,2683693
1925115,100319
1929253,91288
2270150,1090062
2082769,99694
1938136,95683
375480,98032
2052727,95206
2258243,104469
2052358,92937
1923416,104147
369627,105424
1946964,98046
2052582,97108
1920228,96650
1921329,104578
361433,103085
361437,1092020
1944962,96577
363549,102165
1929228,95516
599647,93198
1931461,99430
1930073,96151
1929120,105118
1930540,91768
283334,105385
2082490,954196
1924190,102486
283833,95849
2082466,101953
2050997,97177
1934425,102032
1923562,102628
2082714,89517
1940383,1703226
284062,103632
1945500,953839
1916438,105512
2082687,90967
2671102,104688
2082593,90636
1929794,103281
1929796,103281
284450,103899
284453,96327
1925602,103422
1938131,97990
2067793,953325
1929068,101498
2082508,101584
1915381,103323
2081280,90268
1944957,98305
1919296,104569
1920177,98947
1928688,95434
284629,95505
1942022,104517
370070,105852
284712,103370
1941672,92550
284773,100924
2068914,96520
2386583,103723
2068943,101468
1921373,96692
1919314,1090622
1919294,97065
1923641,96895
1941921,100896
2778244,101009
2082500,103315
2052604,2037284
2052025,1086256
1927441,96366
1918992,103665
1949743,1092161
2082574,951844
2056210,98111
284807,102318
600305,1090634
2082852,954936
285152,2684415
284767,97237
1929548,95434
2386959,1720970
2055759,1089599
1928770,103578
2258121,2682329
370195,100073
368951,98572
1931192,95681
2708236,2685934
285156,100322
2082370,89338
284399,102630
1946164,93175
284691,102420
600105,99588
1924321,96498
285072,93059
283167,95726
283219,91897
1930675,102037
283335,104909
2387500,954793
2093000,97047
284391,952207
1916440,97380
2070816,101825
284927,95727
284974,96445
283144,96489
283232,95587
283638,99091
2052830,104888
1912942,2038576
379252,102594
600025,93998
2082664,96997
1945936,97044
284895,97259
379325,952982
1931709,2020668
584271,90747
1946983,104779
1944919,100187
283180,97520
283235,97149
283681,90613
2081216,955262
1949652,103467
356606,1084365
2081159,90799
285185,952593
284100,89236
284689,104589
370742,98897
2121088,99707
2201126,1172347
2087281,102588
1941418,102721
2110265,104583
1941303,952925
2054603,96639
2199644,101886
2383534,97030
2069845,92816
2383566,104329
2196961,2683987
2196957,97126
2196958,1091524
2196945,101787
2383584,102950
1949478,104787
2071778,101924
2383813,100179
2383817,1091940
2383820,1091949
1949319,105462
2383829,102950
284326,101401
2055648,2011433
2384092,105128
2198059,104505
2121091,1088859
2122570,94485
2055168,2029570
2384763,104471
2082794,1087074
2384807,2034265
379352,103705
1950929,1891165
2133086,104287
2383574,2012602
2778345,954841
2197875,101001
2082057,952865
283341,104416
1920791,952202
2258625,1086900
2382554,98001
1941185,103246
2077173,1086664
370614,100764
1937864,1088817
2092994,96204
1942459,104945
376203,95672
2065255,2147689
1947178,99463
2077553,1087391
2753782,98667
1941322,952875
1915096,954696
2070703,954720
2078041,952228
1939160,958510
284585,952489
2382410,96904
1921318,95771
2778589,95458
2775147,2683952
362164,2012602
1927175,105228
1947976,1867860
2054202,103668
376336,953488
2088932,954897
2778623,2683642
2269487,2685799
1940104,102275
284966,103539
2383580,1087783
2082821,93702
2081072,90186
2070754,105572
1918517,1725338
2067163,100142
1945501,953834
1924680,98257
1928914,95616
1929551,104140
1931186,95436
1931731,97470
1929586,104111
1930014,98195
2052920,96274
2053192,102655
2257734,103250
1923872,104098
2069352,96357
1943238,103637
1916286,102174
1921436,96684
2070382,958601
2200040,99419
2087680,95113
2066420,106007
2069305,104421
1913205,103921
1929334,95567
2065554,98677
2089391,952207
2074816,2683758
1929552,96058
361669,2157095
1947951,2685895
2127724,1090920
284635,105054
1947953,952040
1931101,99409
2053227,1087328
2257828,103404
957667,92102
362640,96847
1921371,1719990
365364,96652
283871,102872
2194068,1087043
600262,952137
600433,97577
363495,104173
1927095,103445
2194367,2137857
284594,96802
368900,103973
283007,102527
1929353,95585
363794,104004
2071038,1089601
2071243,95913
283560,96621
1917113,958110
379198,104812
2071205,958523
1941639,98318
2054705,98477
2074926,100943
2052573,104697
1916364,951805
1941959,97009
1942951,95976
1942054,1091801
2051092,1145503
2127656,95084
1949298,102527
2272557,1089474
2054309,102536
2117433,94925
1943133,102063
2780791,1084170
2755997,1091850
2273811,101302
1921225,102074
2055928,951724
1943307,102873
1927303,98165
1930904,96405
2051282,99163
1923998,100482
1927304,98165
2074668,95642
1925833,1091470
1932238,101234
1921531,953732
1939272,104765
2200219,1087178
1913669,97072
1946975,95930
2273770,2685984
2392724,953612
2386982,100880
2386983,98648
2392713,102889
1937844,93434
2268102,95228
1925972,1858045
1927579,95095
1929617,88847
1939307,104771
1948041,94914
1912349,954507
2194442,101242
2208202,2683725
2209842,2683707
1945421,954200
1946777,94085
2067521,954304
2203643,2012605
1922197,93636
2069525,2030594
1930574,102919
2196694,2136673
1938108,1090991
1929148,95477
2203710,950104
1927042,92943
2258522,1087232
2065740,96694
2220056,97880
2194217,101249
1915520,953598
2269564,1087213
2203513,2137865
2203516,2136692
2258606,1084725
2203788,1084603
2203532,953069
2203518,1084715
2203794,1087217
2218969,1087463
1944743,92390
2102787,1883958
284634,102621
1944452,101748
1930427,115877
1920306,94623
1920299,94210
1939223,97244
2053741,101913
1933964,99058
1923810,2685930
2067609,96987
1939601,96567
2052664,91396
2077363,99256
2077362,101116
1939985,103520
1917952,102988
1938543,102640
2051339,104730
584477,97644
1929403,96946
2203993,2682313
2068628,104412
1938533,102752
365342,96297
2056389,102615
1912755,1873550
1920170,2683598
1939244,98068
2066395,2682662
2069913,98431
2068320,98092
1924527,1884069
1925730,104721
2054258,98430
1935028,105756
1944933,99597
1921396,1091488
1930915,105696
1924094,98061
1937753,94083
2053104,103755
2054943,2157042
1925681,96045
2203812,111006
2203714,108011
1927570,94917
2194394,106444
2194214,107997
1944943,2683896
1943256,95566
1924165,96843
2054456,102039
1939535,94854
1931850,102885
2194225,100343
1938135,97996
1939237,95523
1923276,104131
1924086,103424
2110279,98097
1938186,100147
1944917,96203
1944882,98340
1923833,1090275
2068641,104299
1934614,1854356
2203509,951721
2392998,101889
1938133,97988
1944719,102040
2113951,104135
2194154,104905
1926189,95899
2203501,952170
2066297,1086251
2050948,96633
2194148,104905
2124854,98419
1924491,1090321
2052113,98430
2066682,92697
1939847,2034263
2051467,953211
1929740,953893
2055033,103592
1917408,94871
2065992,1086294
1935087,1087386
2069963,98096
2051838,2683841
2257947,952142
1938142,104410
1929232,953753
1946807,94236
1926815,88008
1923415,95578
1924381,104678
1917431,94791
1917941,952971
2260870,90762
1927214,102377
1928822,98197
1930314,93354
2194210,1087288
2194295,1087017
1923616,952664
1925717,103820
2054214,91882
2069137,953017
1923482,102348
2067754,1084059
2052336,103658
1921555,96260
2076882,105629
2196154,104768
2077019,98233
2066199,94494
2089585,105665
2052780,96898
1947967,96157
365916,100514
2260641,90748
1928418,95247
2273372,955543
1917368,1083197
2052528,91378
1925006,953487
2272761,91193
356461,105508
2051755,98246
2051829,100744
1942727,97717
2051875,100842
1922938,99193
2266529,2684580
2071666,102779
1922242,95034
2260810,90082
1916924,95531
2078196,104510
1944926,2683892
1924387,1888794
1947948,1854367
2055353,102829
2065677,99332
2392957,102316
2392961,98231
2392965,1726451
2392968,105514
2391809,96824
2196703,2136675
1916179,97853
2121288,1084124
2053777,99906
2133089,1867005
2758896,94670
2201479,97885
2194400,1087256
2196697,1086954
2127684,953884
2055668,2025651
2196682,1086905
2132768,1091387
2757241,951857
2194206,1084731
2087695,953961
2203760,951706
2201958,101094
2380750,1090001
2087341,952871
2087757,103330
2197737,958160
2757271,90798
2757274,90600
2757091,1720965
2757094,952872
2757106,2136688
2384829,95716
2685727,2683965
2260324,104395
2756884,952397
2261440,2137865
2258538,97302
2258763,2157097
2392571,952165
2773295,954311
2067297,104078
2067282,103183
2067293,95704
2392535,101945
2673270,1083173
2272540,99922
2127765,1087352
2127473,104513
2055169,958601
2273323,1172344
2202782,953713
2273756,2685988
2257800,1883971
2273806,953892
1949120,102798
2268393,952505
1923820,1710209
2274450,956135
2200234,100643
2051283,105513
2069532,103917
2088494,101624
2269829,95654
2380634,105680
2065020,100987
2200152,105541
2208210,953839
2082901,104128
2071856,97348
2069994,105722
2071857,1087580
2380681,1089524
1950921,1087575
2201249,1087279
2082380,955214
2200904,90330
2065239,94420
2088255,91034
2196186,102762
2194382,2137903
2194292,2136679
2194304,1087294
2386595,101888
2066426,103581
2066956,1083175
2386609,952414
2386639,105987
2386643,103973
2386661,951709
2386668,95773
2386722,103904
1924512,102612
1926486,102160
2054709,96266
1920934,96716
2196138,97902
2071418,104662
1931791,102058
2386791,98107
2119463,95820
2386821,1100464
1914591,100467
2127499,105799
2201368,95033
2218364,104721
2067435,952799
2067198,96852
2196955,96627
2386552,952451
2066995,1083174
368895,102498
2067724,102518
2200831,953834
2382408,105334
2753910,954184
2269508,1091489
2753696,953926
2066172,104965
2066234,95071
2068624,94994
2070282,954436
2685725,96598
2749231,954884
2775089,103705
2384751,101309
2200128,100608
2748345,93320
2104735,101400
2258452,1089996
2203764,101963
2258453,101253
2258552,1084717
2258580,1859871
2203777,952188
2218354,2684587
2203500,953087
2220011,105643
2115077,101842
2387149,100389
2386992,96954
2387037,98490
2671317,952465
2201986,956512
2267733,2025352
2202774,104323
2200286,104405
1951178,102100
2065182,95107
2066111,2157023
2065499,99045
362911,98265
2127675,99721
2199222,99740
2102926,948136
2391770,952805
2386558,95517
2200944,105568
2194061,103046
2068701,92078
2194364,1084387
2755958,90172
2755982,958700
2756009,958313
2070247,94967
2678815,104822
2127478,1084101
2258712,97729
2272509,102270
2272814,1091897
2240205,2038578
2272725,89373
2196191,100142
2252896,952379
2102923,103603
2127745,2012734
2127757,1087350
2065944,101039
2202781,102375
2071122,951862
2051904,1091213
2127682,1086973
2071002,95806
2194447,1084605
2194334,2137865
2090314,1090634
2196026,1090768
2131337,96253
2132312,104957
2112657,95862
2679332,103649
1916496,101035
2111278,99776
2224175,103784
2197943,97245
2051174,952121
2065791,953525
2272545,1090011
1949777,98305
2270064,96982
2258614,1087463
1914893,96062
1942457,98049
2200688,1089594
2269587,97418
2268481,105985
2194396,1087008
1951598,100572
2072006,951755
2200645,2136689
2273788,100097
2067865,953242
2052305,1084359
2093918,104454
2122404,105913
2093568,98842
2120415,1092026
2132181,96448
2262736,95415
2219690,1703494
2198066,2683824
2105817,1910631
2195986,96782
2274357,1726458
2122190,952128
2131646,2683976
2113150,92141
2117444,98843
2132727,96989
2132742,95816
2106033,91900
2122577,953655
2131986,954892
2118641,101842
2132744,954679
2121312,101087
363151,1084751
2107268,953368
2115215,1091963
2094389,1864947
1942463,105123
2131169,1083218
2132415,1090965
2081515,102276
2132875,93902
2051751,1895476
2200045,1726392
2054983,1092012
2262893,2682311
2051623,96324
1939243,104840
1939291,95990
1921654,101879
1927148,96391
1930212,98242
1929654,2029573
2051314,103738
2051330,105424
379083,953566
363601,101606
1929381,103054
283272,952669
1930742,98325
2055735,96661
1941176,95857
1918944,95010
1927136,104298
2051408,105686
283554,105665
1925742,952494
2051301,96347
1932561,953950
1932560,2159264
2066281,953700
1917218,103897
1932414,957309
2051543,96862
2051578,96705
2201222,1090475
1948523,2683759
2065951,2025345
1919069,101443
1914894,95957
2199413,2685860
1943436,1090244
1939235,1865643
2055595,96977
2054468,104216
1942461,102375
2194037,2682562
1946601,1725323
2076766,2044918
2066038,2682508
2198100,100432
2262902,2682311
2261413,2682556
2262737,97931
1939242,953542
2270632,2683884
1931520,101487
1919634,91963
2196992,98995
2051618,96484
2054470,953163
2387361,97931
1920786,2143986
1915028,101953
2065420,101547
1918224,1086273
1931956,101936
1912490,102799
1935623,103831
2258147,92446
284517,102860
1912496,102753
1948644,105938
1922732,2683681
1948506,952991
2051393,103938
2055545,953711
1920340,102191
1920338,102191
1941306,952932
1925280,104541
1944698,2683591
1915654,102055
2051319,97726
1933002,102712
2051331,101606
2051550,1100279
1948524,2041561
2070566,2159827
1943435,99802
1920343,953536
1920347,98396
2272548,952720
1939232,98068
1925298,105665
2103136,1088476
2051559,97929
1946599,952245
1946597,951976
2051612,98426
1917816,99052
1912503,99443
1942470,103864
2093892,2685894
2089876,1089528
2089850,1089483
365901,1091843
1916644,95347
1929755,91797
2065808,2046875
361424,95868
2083592,1090384
1938171,95737
2112659,1091754
2069459,2048701
2090268,102454
2114599,98808
1951595,100560
2203938,1722509
2056411,102125
1948941,1086848
282990,1091534
1939797,100692
1939863,104314
1943385,101785
2385539,97467
1939842,103848
1941977,105170
1912356,102903
1943276,105086
1921356,104095
1940094,102237
1912832,1090384
2055091,97774
2089396,97740
2054289,102268
1939525,105507
2056516,102527
2072075,96805
1939846,2034263
1913582,952674
1921359,101079
1921320,98448
1930825,95475
2071468,103030
1928674,95521
1928678,95834
1929694,95709
1930065,2039184
1921344,101385
1921339,104064
1921335,104897
2072051,103113
2071356,101620
1932538,2159258
2052921,102910
1921272,95781
2393217,1703515
1944876,953272
1929693,104089
2113202,99141
2056092,102527
2074794,103270
1943241,105503
283132,101726
1943272,105390
1929256,105505
2052896,96087
2052855,96822
2052849,103144
1928754,1170881
1928973,98036
1925331,99002
1920735,103375
2071529,1090771
1943229,1952581
1934458,95664
2056614,99544
1914359,2685850
1941825,101557
1921364,101465
284553,100816
2056521,102622
1930813,95581
1922283,102531
1945493,98902
1924212,103433
2069643,953489
2056367,102646
2257869,953248
2056612,952976
1921255,98928
1921277,98922
2071559,97322
2755012,92107
1931995,104607
2056073,91930
1921428,104121
1921322,105750
2069304,101855
2053088,96736
1927109,951910
1929952,95544
1915178,100431
2054726,104545
1941919,1089576
2392528,100229
2386942,1084216
1927087,102880
2110382,958499
2055950,1090422
1933325,957077
1942055,1091801
2118436,1165477
1919677,105034
2386972,97238
2386970,101855
283922,100889
1927433,103061
2054434,102893
2386977,952465
2392553,98648
1934461,953193
1934454,96100
2212561,951841
2392558,98648
2387035,102046
2392562,102169
2383518,2682254
2387041,98475
2258027,2682227
2671311,98490
1915180,100433
2110383,94031
1926819,2685939
1939193,958104
2066132,952834
2056662,98381
1927745,101803
1941202,105660
2056023,99877
1931990,100265
1931985,99998
1923772,98648
1915385,102727
1942035,103741
1931984,99999
1933460,99140
1923759,952375
2056088,1089271
2055975,1089576
1933457,103474
1915384,953227
1915629,952880
2055926,102730
1926942,1091943
2056058,99038
1921276,1087583
2056645,105497
1921321,104058
1943132,98645
2054366,97069
1915434,98482
1919843,97609
1931981,99633
1923802,1089598
2055979,951749
2392586,98648
2071081,951772
2055949,958171
2387199,98490
2055983,951751
1928573,100161
1924803,100657
1923807,952002
2070823,958500
2071036,952165
2054602,952619
2052534,101414
2387233,951886
1919756,100867
1924813,97033
2074945,97076
1941754,98520
1941774,104907
2052502,103816
1914590,953665
1923793,1089568
1923781,103163
2054617,102265
1931988,104752
2052533,104210
2052691,952987
2052621,100263
2196943,2683987
1941773,98521
2111167,102639
600338,1089570
2055991,98478
2071136,102678
2071132,98475
2051232,101329
2055696,1858036
1945912,105780
1923786,1859119
1931951,103727
2218316,1091945
1941696,92607
2070261,1703514
957698,92099
2067118,101064
2196723,2017812
2102801,101067
1924192,104633
1912777,104935
283546,95489
1934456,97233
2056323,952383
2194164,103860
2068829,96157
2088952,95241
2387357,1089477
1915367,102212
2194110,2683802
1924271,102226
1927608,92182
2070677,96389
1917725,99812
1917841,94964
1912343,954508
2203765,106444
2203769,952530
2077815,1884031
2203712,2682241
2258483,98917
1912344,954492
2131640,93904
1920532,101513
1926077,954325
2053492,1092017
1927212,1092021
1913128,104884
1931862,104244
1920570,108011
1943526,96674
2261423,108009
2258444,953082
1948496,105197
2112517,98275
1925663,97337
2258460,1084636
2258566,2021658
2074770,1084664
2260514,1084722
1914856,2683952
2194385,1084603
2203719,958963
284664,97118
284680,1726393
2054701,99657
1941644,98352
2212697,2014983
2203725,952121
1925398,1090533
2260536,1084410
2387671,1087315
1925387,1086976
1919218,1084354
2220076,952970
2220077,105643
2258616,1084354
1918836,952207
1927265,99727
1920541,97495
1923466,1086943
1927229,105248
1927217,96956
2203796,1084326
2066241,956416
2387666,88261
1946160,93165
1927066,1088131
1946166,93157
1919613,1090984
284902,1090438
2054929,97085
2107147,98096
2051928,1086258
1919191,88201
1949143,99583
1948957,98095
2115163,98095
1949949,102461
1927238,93564
1912866,1086205
2052115,98351
283121,92013
2387726,103076
1938138,98002
1931960,104408
363548,99107
1919117,92916
599663,92664
1924796,92964
1938168,97992
1923892,92184
1923891,91874
2077745,93042
2077742,98827
2069824,97000
1925698,96504
1925728,101812
1925675,96732
1925706,102657
1924798,1333695
2056580,1884048
1941612,99931
1923902,93281
2220237,952658
2051979,96417
1924090,98986
2199980,100514
1944931,99669
1940143,93177
1944929,99584
1924532,102715
2054956,952714
2066293,98092
1932585,105435
1935029,105756
1929081,92909
2051948,96704
2051950,96790
1921355,1725340
1949770,104202
2203791,1084637
2273298,951927
2066302,105147
2052051,952652
1915413,93861
1944939,96937
2054443,95548
599619,2157044
1941963,97268
1946604,2683820
1935431,96012
2077382,2157097
284631,102875
1941204,95583
1918536,2682291
1923763,97701
2055342,92152
1913071,98703
2069397,92455
1924217,92595
2051631,92908
1948879,101698
1941949,100198
1922282,102531
1937754,1090836
2200801,1087149
1948977,1855941
