item_id_a,item_id_b,name_a,name_b,brand_a,brand_b,size_a,size_b,pl_a,pl_b,composite,stratum,label,reason,judge,tier,label_sonnet,reason_sonnet
1924692,105350,"Kikkoman Broccoli & Beef Stir-Fry Seasoning Mix, 1 oz Packet",Kikkoman Broccoli-Beef Seasoning Mix,kikkoman broccoli,kikkoman,1oz,1oz,False,False,0.909710732316337,very_high,1,"Same brand (national), same product type (broccoli & beef stir-fry seasoning mix), same variant, and same size (1 oz).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad75HW9XwmqZsH9FJJhS'}"
584275,103301,"Kool-Aid Drink Mix, 1 Canister, for Flavorful Hydration and Shareable Refreshment, Tropical Punch, Good Source of Vitamin C, Caffeine Free, 19 oz",Kool-Aid Caffeine Free Tropical Punch Drink Mix,kool aid drink,kool aid,19oz,19oz,False,False,0.871397622956162,very_high,1,"Same brand (national), same product type (Kool-Aid drink mix), same flavor (Tropical Punch), and same size (19 oz); both are caffeine free.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad75GJy7WuMYgsznbwD1'}"
2061314,108298,"Plum Organics® Stage 2 Organic Baby Food Strawberry, Banana + Granola 3.5oz Pouch","Plum Organics® Stage 2 Organic Baby Food Strawberry, Banana + Granola",plum organics,plum organics,3.5oz,3.5oz,False,False,0.9672647132421364,very_high,1,"Same brand (Plum Organics, national/label class match), same product type (Stage 2 organic baby food), same flavor/variant (Strawberry, Banana + Granola), and same size (3.5oz).",gpt-5-nano,auto_accept,1,"Same brand, same product type, same flavor (Strawberry, Banana + Granola), same size (3.5oz), same Stage 2 — only difference is B omits 'Pouch' from name, which is not a substantive difference."
2057528,2684719,"Theraflu Severe Congestion Relief Nasal Mist, Oxymetazoline Hci 0.05% Nasal Decongestant, 12 Hour Relief, Ultra-Fine Mist, 0.34 Fl Oz",Theraflu Severe Congestion Relief Nasal Mist,theraflu,theraflu severe,0.34fl_oz,0.34fl_oz,False,False,0.8890783447075661,very_high,1,"Same brand class (national), same product type (Theraflu Severe Congestion Relief Nasal Mist), same active/form (nasal decongestant mist), and same size (0.34 fl oz).",gpt-5-nano,verify_accept,1,"Same brand (Theraflu), same product type (nasal mist for severe congestion relief), same size (0.34 fl oz), both national label — clearly the same product."
362723,110735,"Seventh Generation Fabric Softener, Lavender, 32 Fluid Ounce",Seventh Generation Lavender Liquid Fabric Softener,seventh generation,seventh generation,32fl_oz,32fl_oz,False,False,0.951811400911589,very_high,1,"Same brand/class (national), same product type (liquid fabric softener), same variant scent (lavender), and same size (32 fl oz).",gpt-5-nano,auto_accept,1,"Same brand (Seventh Generation), same product type (fabric softener), same flavor/scent (lavender), same size (32 fl oz)."
1912022,100383,"Kix Crispy Corn Puffs Whole Grain Breakfast Cereal, 18 oz.",Kix Crispy Corn Puffs Family Size,kix crispy,kix,18oz,18oz,False,False,0.8863372531377727,very_high,1,"Same brand (national), same product type/flavor (Kix Crispy Corn Puffs), same size (18 oz); only name differs (family size wording).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad78qQNmh2iaTcrSnKvk'}"
1946160,93165,"Ball Park Classic Hot Dogs, 15 oz, 8 Count",Ball Park Classic Hot Dogs,ball park,ball park,15oz,15oz,False,False,0.9718630997288986,very_high,1,Same brand and product type (Ball Park Classic Hot Dogs) and same size 15 oz; brand class matches and flavor/variant matches. Count detail differs but does not affect per-unit size.,gpt-5-nano,auto_accept,1,"Same brand, same product type (classic hot dogs), same size (15oz), both national brand — identical product."
1931706,93151,"Goya Salchichon Salami, 12 oz",Goya Salchichon Salami,goya salchichon,goya,12oz,12oz,False,False,0.9338128622741956,very_high,1,"Same brand (national), same product type (salchichon salami), same variant, and same size (12 oz).",gpt-5-nano,verify_accept,1,"Same brand (Goya), same product type (Salchichon Salami), same size (12oz), both national brand."
1940470,106171,"Crest Toothpaste, Kids Cavity Protection Toothpaste, Sparkle Fun Flavor, 4.6 oz, Triple Pack for Ages 3+","Crest Kids Cavity Protection Toothpaste, Sparkle Fun Flavor",crest toothpaste,crest,4.6oz,4.6oz,False,False,0.9206186040938202,very_high,0,"Not the same size/pack: A is a triple pack (implied multipack), while B lists only a single 4.6 oz item; brand, flavor, and toothpaste type match but pack/size handling differs.",gpt-5-nano,verify_accept,1,"Same brand (Crest), same product type (kids cavity protection toothpaste), same flavor (Sparkle Fun), same size (4.6oz). Triple Pack vs single is ambiguous but the listed size is 4.6oz for both, indicating per-unit comparison matches."
1940035,109422,"Dawn Powerwash Spray, Dish Soap, Fresh Pine, Christmas Tree Scent, 1 Starter Kit, 16 fl oz","Dawn PLATINUM PLUS POWERWASH Spray, Dish Soap, Fresh, Starter Kit",dawn powerwash,dawn,16fl_oz,16fl_oz,False,False,0.8766183391991287,very_high,0,Different product variant/line: 'Dawn Powerwash' Christmas Tree/Fresh Pine scent vs 'Dawn Platinum Plus Powerwash' Fresh; size and brand class match but variant differs.,gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7AhBaCv9yxYHKa9Svm'}"
2070687,954684,"(3 pack) Tropicana Classic Lemonade, Made with Real Lemons, 46 fl oz Bottle",Tropicana Classic Lemonade,tropicana classic,tropicana,46fl_oz,46fl_oz,False,False,0.902718920485714,very_high,0,"A is a 3-pack of Tropicana Classic Lemonade (46 fl oz bottles), while B appears to be a single 46 fl oz item; size/pack format not matching exactly.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7AdGg9xkJm5KxT8ELG'}"
1944694,2683571,"BODYARMOR Strawberry Banana Electrolyte Sports Drink, 16 fl oz Bottle",BODYARMOR Strawberry Banana Electrolyte Sports Drink,bodyarmor strawberry,bodyarmor strawberry,16fl_oz,16fl_oz,False,False,0.9658061846257358,very_high,1,"Same brand (BodyArmor), same flavor (Strawberry Banana), same product type (electrolyte sports drink), and same size (16 fl oz); both are national brand.",gpt-5-nano,auto_accept,1,"Same brand, same flavor (Strawberry Banana), same size (16 fl oz), both national brand — identical product."
2112725,1703246,"Zoup! Good, Really Good, Chicken Potpie Soup, Shelf-Stable, 16 oz",Zoup! Chicken Potpie Soup,zoup good,zoup,16oz,16oz,False,False,0.8903140945073007,very_high,1,"Same brand class (national), same product (Chicken Potpie Soup), same size 16 oz; name differences are descriptive only.",gpt-5-nano,verify_accept,1,"Same brand (Zoup!), same product type (Chicken Potpie Soup), same size (16oz), both national brand."
2114684,101160,"(4 pack) Chomps Antibiotic Free Pepperoni Turkey Stick 1.15oz, Certified Gluten Free and Free From Top 9 Allergens",Chomps Antibiotic Free Pepperoni Turkey Stick 1.15oz,chomps,chomps,1.15oz,1.15oz,False,False,0.8851838177835205,very_high,1,"Same brand (Chomps, national), same product type/variant (Antibiotic Free Pepperoni Turkey Stick), same size 1.15oz (multi-pack vs single acceptable per-unit size).",gpt-5-nano,verify_accept,1,"Same brand, same product type (pepperoni turkey stick), same size (1.15oz), 4-pack vs single with matching per-unit size — interchangeable."
1942041,100816,"Cheetos Mac 'N Cheese Cheddar Barbeque Flavored Pasta, 5.9 oz","Cheetos Mac'N Cheese, Bold & Cheesy Flavor",cheetos mac,cheetos,5.9oz,5.9oz,False,False,0.8735152903568897,very_high,0,"Flavor/variant differs: A is Cheddar Barbeque Flavored, B is Bold & Cheesy (not BBQ). Sizes and brand class match, but variant not.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7EACcNoJUG1KazkZyi'}"
284016,89285,"La Marca Prosecco Sparkling White Wine, 187ml Bottle",La Marca Prosecco,la marca,la marca,187ml,187ml,False,False,0.9096750222523468,very_high,0,Different product description: Store A specifies Prosecco Sparkling White Wine (187ml) while Store B lists 'La Marca Prosecco' without the 'Sparkling White Wine' variant details; not strict enough to confirm identical variant/flavor.,gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7ECJNKjVVn2JNLNwFL'}"
2052494,96236,"Pepperidge Farm Dublin Shortbread Cookies, 5.5 oz Bag",Pepperidge Farm Bordeaux Dublin Shortbread Cookies,pepperidge farm,pepperidge farm,5.5oz,5.5oz,False,False,0.9465826357842986,very_high,0,"Same brand and size, but different Dublin shortbread variants (Dublin vs Bordeaux)",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7F3nfymvbrVQZ6nN19'}"
2750579,2685498,"Raw Sugar The Volume Revive Conditioner, Strawberry + White Tea, 16 fl oz",Raw Sugar The Volume Revive Strawberry + White Tea Conditioner,raw sugar,raw sugar,16fl_oz,16fl_oz,False,False,0.9707319544504118,very_high,1,"Same brand class (national), same product type (conditioner), same variant/flavor (Strawberry + White Tea), and same size (16 fl oz); extra wording does not change the product.",gpt-5-nano,auto_accept,1,"Same brand, same product type (Volume Revive Conditioner), same flavor (Strawberry + White Tea), same size (16 fl oz)"
1950514,105461,(2 pack) Milky Way Fun Size Halloween Chocolate Candy Bars - 10.65oz Bag,Milky Way MILKY WAY Fun Size Chocolate Candy Bars Packs,milky way,milky way,10.65oz,10.65oz,False,False,0.9305638773547829,very_high,1,"Same brand (national), same product type (Milky Way Fun Size chocolate candy bars), and same total size 10.65oz; A is labeled as a 2-pack but per-unit/total size matches.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7FukFyHP6Pun1hx6yG'}"
371372,108947,Vanicream Moisturizing Lotion Pump 16 oz,"Vanicream Moisturizing Lotion, for Sensitive Skin",vanicream moisturizing,vanicream,16oz,16oz,False,False,0.8980149398412849,very_high,1,"Same brand class (national), same product type (Vanicream moisturizing lotion), same size (16 oz); flavor/variant is consistent as basic moisturizing lotion for sensitive skin.",gpt-5-nano,verify_accept,1,"Same brand (Vanicream), same product type (moisturizing lotion), same size (16oz), both national brand. 'For Sensitive Skin' is a marketing descriptor for the same product."
1943607,948857,"Burt's Bees Rose Tinted Lip Balm, 1-Pack, 0.15 oz.","Burt's Bees Tinted Lip Balm, Rose",burt s bees,burt s bees,0.15oz,0.15oz,False,False,0.953096445875844,very_high,1,"Same brand (national), same product type (tinted lip balm), same variant/flavor (rose), and same size (0.15 oz, single-pack).",gpt-5-nano,auto_accept,1,"Same brand (Burt's Bees), same product type (tinted lip balm), same variant (Rose), and same size (0.15oz). The '1-Pack' notation doesn't change the per-unit size."
1920786,2143986,"Milo's Famous Sweet Iced Tea, 100% Natural, 128 fl oz","Milo's Tea, Famous Sweet",milo s famous,milo s,128fl_oz,128fl_oz,False,False,0.8936808526323239,very_high,1,"Same brand class (national), same product type (sweet iced tea), same variant ('Famous Sweet'), and same size (128 fl oz).",gpt-5-nano,verify_accept,1,"Same brand (Milo's), same product type (Famous Sweet Iced Tea), same size (128 fl oz), both national brand."
1923454,104923,"Lindt Lindor White Chocolate Candy Truffles, 5.1 oz. Bag","Lindt Lindor Chocolate Truffles, White",lindt lindor,lindt lindor,5.1oz,5.1oz,False,False,0.946928764840577,very_high,1,"Same brand class (national Lindt Lindor), same product type (Lindor truffles), same flavor (white chocolate), and same size (5.1 oz).",gpt-5-nano,verify_accept,1,"Same brand (Lindt Lindor), same flavor (White Chocolate), same size (5.1oz), both national brand — identical product."
2207968,111732,"SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid, 13 fl oz",SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid,sheamoisture,sheamoisture,13fl_oz,13fl_oz,False,False,0.9815762892998114,very_high,1,"Same brand and private-label status, same product (anti-dandruff shampoo) and same variant (apple cider vinegar & salicylic acid) with matching 13 fl oz size.",gpt-5-nano,auto_accept,1,"Same brand, same product type (anti-dandruff shampoo), same variant (apple cider vinegar & salicylic acid), and same size (13 fl oz). Only difference is B lacks explicit size in name, but metadata confirms match."
2199987,95928,"(4 pack) Duncan Hines Comstock Simply Peach Pie Filling and Topping, Ready to Use, 21 oz.",Duncan Hines Comstock Peach Pie Filling and Topping,duncan hines,duncan hines,21oz,21oz,False,False,0.9284772382505304,very_high,0,"Brand and size match, but A is explicitly a 4-pack while B is single; multi-pack vs single not confirmed as per-unit matching.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7KThTazhZAYWcuAPzB'}"
1949247,101798,(6 pack) Tasty Bite Organic Madras Lentils 10oz - Savory lentil curry,Tasty Bite Organic Madras Lentils 10oz - Savory lentil curry,tasty bite,tasty bite,10oz,10oz,False,False,0.9881051368322404,very_high,1,"Same brand, product type/variant (Tasty Bite Organic Madras Lentils, savory lentil curry), same 10oz size; pack count differs but per-unit size matches.",gpt-5-nano,auto_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7KTgxs2TjGMReaUbPf'}"
1919296,104569,"SkinnyPop Original Popcorn Individual Bag, 4.4oz",SkinnyPop Original Popcorn 4.4oz,skinnypop original,skinnypop,4.4oz,4.4oz,False,False,0.9322900952011204,very_high,1,"Same brand/class (national), same product type (Original popcorn), same flavor (Original), and same size (4.4oz).",gpt-5-nano,verify_accept,1,"Same brand (SkinnyPop), same flavor (Original), same size (4.4oz), both national brand."
2082901,104128,"SUNNYD Tangy Original Orange Juice Drink, 64 fl oz Bottle","SunnyD Tangy Original Orange Juice Drink, Half Gallon Bottle",sunnyd,sunnyd,64fl_oz,64fl_oz,False,False,0.9518728756514698,very_high,1,"Same brand class (national), same product (SunnyD Tangy Original Orange Juice Drink), same size (64 fl oz; half gallon), and same variant flavor (Tangy Original Orange).",gpt-5-nano,auto_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7LMDK7G6ybCNAD2Mf6'}"
356615,952548,"Kit Kat® Dark Chocolate Wafer King Size Candy, Bars 3 oz, 24 Count","KitKat Crisp Wafers in Milk Chocolate, King Size",kitkat,kitkat,3oz,3oz,False,False,0.8591591271992751,very_high,0,Same brand and size (3 oz) but different product variant/flavor: dark chocolate wafer king size vs milk chocolate crisp wafers.,gpt-5-nano,verify_accept,0,"Different chocolate variant: Product A is dark chocolate, Product B is milk chocolate."
2055109,951911,"New York Bakery Texas Toast Garlic and Butter Croutons, 5 oz Bag","New York Bakery Texas Toast Croutons, Garlic & Butter",new york,new york bakery,5oz,5oz,False,False,0.9364560910878986,very_high,1,"Same brand class (national), same product type (Texas toast garlic & butter croutons), same variant, same size (5 oz bag).",gpt-5-nano,verify_accept,1,"Same brand (New York Bakery), same product type (Texas Toast Garlic & Butter Croutons), same size (5oz), both national label."
1943530,952593,"Butterfinger Candy Bar, 1.9 oz",Butterfinger Bar,butterfinger candy,butterfinger,1.9oz,1.9oz,False,False,0.8723132776289761,very_high,1,"Same brand (national), same product type (Butterfinger candy bar), same size (1.9 oz); names indicate the same variant.",gpt-5-nano,verify_accept,1,"Same brand (Butterfinger), same product type (candy bar), same size (1.9oz), both national brand."
283251,100337,"Doritos Nacho Cheese Flavor Tortilla Snack Chips, Bags, 10 count Multipack","Doritos Tortilla Chips, Nacho Cheese Flavored",doritos nacho,doritos,10ct,10ct,False,False,0.8810807882613511,very_high,1,"Same brand (national Doritos), same product type (tortilla snack chips), same flavor (Nacho Cheese), and same size/count (10 ct).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7P1q5XMXh95z7DMUL4'}"
2203765,1084722,"Cadbury Creme Egg Chocolate with Fondant Easter Candy, Eggs 1.2 oz, 12 Count",Cadbury Chocolate Creme Egg,cadbury,cadbury,1.2oz,1.2oz,False,False,0.890050095886774,very_high,0,"Names differ: store A is a 12-count 1.2 oz pack, while store B appears to be a single Creme Egg; size/count alignment not confirmed.",gpt-5-nano,verify_swap,1,"Same brand (Cadbury), same product type (Creme Egg), same size (1.2oz), both national brand. Multi-pack vs single matches on per-unit size."
1927054,1090441,"Hillshire Farm Polska Kielbasa Smoked Sausage Rope, 14 oz (Refrigerated)",Hillshire Farm Polska Kielbasa Smoked Sausage,hillshire farm,hillshire farm,14oz,14oz,False,False,0.9545980666435664,very_high,1,"Same brand (national), same product type (Hillshire Farm Polska Kielbasa smoked sausage), same size (14 oz); refrigerated detail and name wording do not change the item.",gpt-5-nano,auto_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7QncPm9QsfkADhqUY3'}"
2127832,115068,"Method Dish Soap, Sea Minerals, 18  fl oz","Method Dish Soap, Sea Minerals",method,method,18fl_oz,18fl_oz,False,False,0.9707420308761394,very_high,1,"Same brand (Method), same product type (dish soap), same variant/flavor (Sea Minerals), and same size (18 fl oz).",gpt-5-nano,auto_accept,1,"Same brand, product type, flavor (Sea Minerals), and size (18 fl oz); only difference is minor name formatting."
600200,952669,"Welch's 100 Purple Juice, Concord Grape, 96 Fl Oz (Pack of 24)",Welch's Concord Grape Juice Family Size,welch s,welch s,96fl_oz,96fl_oz,False,False,0.8789934899364868,very_high,1,"Same brand (Welch's; national), same product type (100% grape juice), same variant (Concord Grape), and same size (96 fl oz). Multi-pack wording does not change per-unit size.",gpt-5-nano,verify_accept,1,"Same brand (Welch's), same product type (Concord Grape 100% juice), same size (96 fl oz), both national brand."
2392969,101718,Schar Gluten Free Entertainment Crackers Salty -- 6.2 oz Pack of 3,"Schar Crackers, Gluten-Free, Entertainment",schar gluten,schar,6.2oz,6.2oz,False,False,0.9115773492787882,very_high,0,"Different product variant/count: A is 'Entertainment Crackers Salty' pack of 3, while B is unspecified single 'Entertainment' crackers; size matches but multi-pack vs single not confirmed as equivalent.",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7Rg8zKg1ELZZxTqimD'}"
1920306,94623,"MorningStar Farms Vegan Garden Veggie Plant Based Veggie Burgers, 9.5 oz, 4 Count (Frozen)","MorningStar Farms Plant Based Veggie Burgers, Garden Veggie",morningstar farms,morningstar farms,9.5oz,9.5oz,False,False,0.9124796060649192,very_high,1,"Same brand (national), same product type (plant-based veggie burgers), same variant (garden veggie), same size (9.5 oz); 4-count packaging difference is per-unit size match.",gpt-5-nano,verify_accept,1,"Same brand (MorningStar Farms), same product type (Garden Veggie Burgers), same size (9.5oz), both national label — identical product."
1912332,99837,"Zbar Chocolate Brownie Soft-Baked Energy Snack Bars, Organic Granola Bars, Snacks for Kids, 18 count",Zbar Soft-Baked Chocolate Brownie Energy Snack Bars Value Pack,zbar chocolate,zbar,18ct,18ct,False,False,0.8408742487909814,high,1,"Same brand class (national), same product type (Zbar soft-baked chocolate brownie energy snack bars), same flavor, same size (18 count).",gpt-5-nano,verify_accept,1,"Same brand (Zbar), same flavor (Chocolate Brownie), same size (18ct), both national brand, same product type (soft-baked energy snack bars)."
1922237,95110,"Marie Callender's Fettuccini With Chicken & Broccoli, Frozen Meal, 13 oz (frozen)","Marie Callender's Fettuccini With Chicken & Broccoli, Frozen Meal",marie callender s,marie callender s,13oz,13oz,False,False,0.9848559960505872,very_high,1,"Same brand (national), same product type (frozen fettuccini with chicken & broccoli meal), same variant/flavor, and same size 13 oz.",gpt-5-nano,auto_accept,1,"Same brand, product type, flavor, and size (13oz); only difference is '(frozen)' label which is a marketing modifier."
1922256,94851,"Marie Callender's Cherry Crunch Pie, Ready to Bake Frozen Dessert, 36 oz. (frozen)",Marie Callender's Cherry Crunch Pie Ready to Bake Frozen Dessert,marie callender s,marie callender s,36oz,36oz,False,False,0.9846530050370794,very_high,1,"Same brand (Marie Callender's), same product type (ready-to-bake frozen cherry crunch pie), same variant (Cherry Crunch), same size (36 oz); brand class and size match.",gpt-5-nano,auto_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7UJzLWEUZCsA23WPWs'}"
2053121,2028454,"Martinelli's Sparkling Apple-Cranberry, 25.4 fl oz Glass Bottle","Martinelli's 100% Juice, Sparkling, Apple-Cranberry",martinelli s sparkling,martinelli s,25.4fl_oz,25.4fl_oz,False,False,0.9085602360716258,very_high,1,"Same brand class (national), same product type (sparkling apple-cranberry), same variant, and same size (25.4 fl oz).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7UJJAVzr57tYwM8kav'}"
1913128,104884,"Werther's Original Creamy Caramel Filled Candy, 5.5 oz","Werther's Original Hard Candies, Creamy Caramel Filled",werther s original,werther s original,5.5oz,5.5oz,False,False,0.9501833341978771,very_high,1,Same brand (national) and same size (5.5 oz) with the same variant: creamy caramel filled; product type aligns as Werther's Original filled caramel candies.,gpt-5-nano,auto_accept,1,"Same brand (Werther's Original), same product type (creamy caramel filled hard candies), same size (5.5oz), both national label."
